month,zipcode,avg_hours
2024-05,10017,276.5
2024-05,10018,229.9
2024-05,10019,268.24
2024-05,10020,459.16
2024-05,10021,470.99
2024-05,10022,250.59
2024-05,10023,347.69
2024-05,10024,260.54
2024-05,10025,352.89
2024-05,10026,346.14
2024-05,10027,306.8
2024-05,10028,448.37
2024-05,10029,362.06
2024-05,10030,446.61
2024-05,10031,296.32
2024-05,10032,370.47
2024-05,10033,500.04
2024-05,10034,344.46
2024-05,10035,351.6
2024-05,10036,356.07
2024-05,10037,409.1
2024-05,10038,121.28
2024-05,10039,463.91
2024-05,10040,345.95
2024-05,10041,68.78
2024-05,10044,55.84
2024-05,10045,0.82
2024-05,10055,0.0
2024-05,10065,395.99
2024-05,10069,79.6
2024-05,10075,451.54
2024-05,10103,654.55
2024-05,10105,687.94
2024-05,10106,13.97
2024-05,10110,1.07
2024-05,10111,0.38
2024-05,10112,56.87
2024-05,10115,104.02
2024-05,10118,172.17
2024-05,10119,48.78
2024-05,10120,0.75
2024-05,10121,493.36
2024-05,10123,71.26
2024-05,10128,442.96
2024-05,10151,0.67
2024-05,10152,1.59
2024-05,10153,489.08
2024-05,10154,11.86
2024-05,10158,0.34
2024-05,10162,108.96
2024-05,10167,2.94
2024-05,10168,53.27
2024-05,10169,35.06
2024-05,10170,46.01
2024-05,10171,2202.56
2024-05,10172,37.75
2024-05,10174,0.28
2024-05,10175,0.68
2024-05,10271,1.27
2024-05,10278,0.58
2024-05,10279,109.99
2024-05,10280,164.19
2024-05,10281,34.94
2024-05,10282,14.54
2024-05,10301,295.11
2024-05,10302,583.39
2024-05,10303,307.35
2024-05,10304,280.4
2024-05,10305,157.87
2024-05,10306,345.63
2024-05,10307,213.72
2024-05,10308,353.9
2024-05,10309,245.8
2024-05,10310,456.08
2024-05,10312,328.32
2024-05,10314,367.56
2024-05,10451,276.26
2024-05,10452,293.65
2024-05,10453,335.99
2024-05,10454,184.89
2024-05,10455,240.73
2024-05,10456,276.57
2024-05,10457,245.46
2024-05,10458,331.0
2024-05,10459,346.61
2024-05,10460,272.89
2024-05,10461,137.18
2024-05,10462,192.68
2024-05,10463,211.89
2024-05,10464,138.12
2024-05,10465,97.68
2024-05,10466,205.51
2024-05,10467,229.86
2024-05,10468,244.84
2024-05,10469,164.9
2024-05,10470,125.42
2024-05,10471,127.84
2024-05,10472,279.14
2024-05,10473,189.34
2024-05,10474,247.96
2024-05,10475,206.32
2024-05,10601,851.31
2024-05,10701,733.28
2024-05,10705,815.4
2024-05,11001,1220.81
2024-05,11003,16.6
2024-05,11004,340.64
2024-05,11005,10.04
2024-05,11040,230.19
2024-05,11101,180.61
2024-05,11102,355.78
2024-05,11103,238.17
2024-05,11104,258.5
2024-05,11105,343.51
2024-05,11106,299.81
2024-05,11109,65.11
2024-05,11201,132.91
2024-05,11203,370.86
2024-05,11204,137.0
2024-05,11205,201.2
2024-05,11206,380.8
2024-05,11207,515.8
2024-05,11208,376.01
2024-05,11209,245.45
2024-05,11210,417.44
2024-05,11211,378.02
2024-05,11212,421.64
2024-05,11213,332.38
2024-05,11214,184.82
2024-05,11215,176.19
2024-05,11216,293.84
2024-05,11217,194.17
2024-05,11218,235.92
2024-05,11219,224.93
2024-05,11220,207.19
2024-05,11221,522.07
2024-05,11222,196.0
2024-05,11223,157.67
2024-05,11224,190.74
2024-05,11225,259.34
2024-05,11226,397.41
2024-05,11228,194.31
2024-05,11229,205.48
2024-05,11230,293.84
2024-05,11231,213.75
2024-05,11232,182.97
2024-05,11233,403.91
2024-05,11234,176.62
2024-05,11235,136.05
2024-05,11236,249.2
2024-05,11237,677.36
2024-05,11238,310.81
2024-05,11239,59.23
2024-05,11241,362.95
2024-05,11242,72.66
2024-05,11249,320.18
2024-05,11251,0.74
2024-05,11354,485.71
2024-05,11355,357.28
2024-05,11356,158.68
2024-05,11357,380.58
2024-05,11358,776.37
2024-05,11359,244.92
2024-05,11360,710.54
2024-05,11361,345.35
2024-05,11362,285.51
2024-05,11363,184.54
2024-05,11364,812.57
2024-05,11365,322.76
2024-05,11366,67.6
2024-05,11367,412.41
2024-05,11368,186.0
2024-05,11369,308.78
2024-05,11370,272.75
2024-05,11371,69.74
2024-05,11372,211.94
2024-05,11373,340.19
2024-05,11374,207.67
2024-05,11375,342.21
2024-05,11377,212.17
2024-05,11378,136.9
2024-05,11379,383.48
2024-05,11385,394.85
2024-05,11411,273.5
2024-05,11412,259.51
2024-05,11413,272.06
2024-05,11414,566.45
2024-05,11415,448.58
2024-05,11416,387.64
2024-05,11417,316.53
2024-05,11418,220.22
2024-05,11419,252.04
2024-05,11420,194.52
2024-05,11421,224.0
2024-05,11422,420.48
2024-05,11423,302.22
2024-05,11426,441.35
2024-05,11427,316.76
2024-05,11428,171.83
2024-05,11429,291.24
2024-05,11430,1211.02
2024-05,11432,201.43
2024-05,11433,420.37
2024-05,11434,341.1
2024-05,11435,281.3
2024-05,11436,181.83
2024-05,11572,2039.51
2024-05,11691,403.85
2024-05,11692,517.08
2024-05,11693,304.46
2024-05,11694,846.53
2024-05,11697,174.74
2024-05,11703,747.92
2024-05,11709,782.29
2024-05,11726,15.05
2024-05,11791,22.05
2024-05,11798,0.74
2024-05,11801,782.54
2024-05,12345,2.49
2024-05,13850,18.06
2024-05,14221,735.39
2024-05,17110,735.46
2024-05,19034,733.4
2024-05,55343,751.87
2024-05,85252,26.77
2024-05,92108,783.05
2024-06,06468,1683.83
2024-06,08332,733.04
2024-06,10000,1161.51
2024-06,10001,2305.95
2024-06,10002,1664.51
2024-06,10003,2698.74
2024-06,10004,1175.61
2024-06,10005,1130.07
2024-06,10006,699.88
2024-06,10007,2122.31
2024-06,10009,1875.85
2024-06,10010,2453.47
2024-06,10011,3193.92
2024-06,10012,2275.42
2024-06,10013,3079.87
2024-06,10014,2459.12
2024-06,10016,2070.9
2024-06,10017,2353.98
2024-06,10018,2316.23
2024-06,10019,2544.27
2024-06,10020,3193.35
2024-06,10021,2956.18
2024-06,10022,2945.68
2024-06,10023,1849.4
2024-06,10024,2225.41
2024-06,10025,1552.83
2024-06,10026,1395.8
2024-06,10027,1147.35
2024-06,10028,2145.0
2024-06,10029,1268.12
2024-06,10030,896.21
2024-06,10031,1297.69
2024-06,10032,830.74
2024-06,10033,1192.73
2024-06,10034,979.75
2024-06,10035,1008.72
2024-06,10036,2732.76
2024-06,10037,933.76
2024-06,10038,2148.75
2024-06,10039,920.15
2024-06,10040,867.14
2024-06,10041,5686.92
2024-06,10044,3508.59
2024-06,10045,18.65
2024-06,10048,3624.52
2024-06,10065,1772.28
2024-06,10069,828.82
2024-06,10075,2299.64
2024-06,10103,240.38
2024-06,10105,2164.87
2024-06,10106,573.5
2024-06,10107,104.8
2024-06,10110,1.05
2024-06,10111,12967.54
2024-06,10112,4173.47
2024-06,10115,0.46
2024-06,10118,5191.76
2024-06,10119,3507.94
2024-06,10120,424.49
2024-06,10121,3388.69
2024-06,10122,730.06
2024-06,10123,577.7
2024-06,10128,3312.28
2024-06,10151,160.81
2024-06,10152,2502.28
2024-06,10153,3605.83
2024-06,10155,18088.36
2024-06,10158,860.05
2024-06,10162,1.83
2024-06,10165,2306.78
2024-06,10166,51.03
2024-06,10167,3288.94
2024-06,10168,2891.21
2024-06,10169,468.82
2024-06,10170,8657.53
2024-06,10171,9589.87
2024-06,10172,1.78
2024-06,10173,52.17
2024-06,10174,1.06
2024-06,10176,0.81
2024-06,10177,3232.4
2024-06,10178,0.9
2024-06,10179,0.89
2024-06,10271,1.46
2024-06,10278,1115.33
2024-06,10279,11121.77
2024-06,10280,1187.07
2024-06,10281,1655.64
2024-06,10282,1751.79
2024-06,10301,1051.7
2024-06,10302,1698.72
2024-06,10303,716.44
2024-06,10304,863.13
2024-06,10305,882.54
2024-06,10306,932.6
2024-06,10307,781.03
2024-06,10308,1148.21
2024-06,10309,653.8
2024-06,10310,937.88
2024-06,10312,688.09
2024-06,10314,1032.58
2024-06,10451,1110.86
2024-06,10452,672.16
2024-06,10453,788.22
2024-06,10454,910.74
2024-06,10455,1132.72
2024-06,10456,680.56
2024-06,10457,698.42
2024-06,10458,748.24
2024-06,10459,763.43
2024-06,10460,859.76
2024-06,10461,843.39
2024-06,10462,1064.3
2024-06,10463,643.31
2024-06,10464,912.97
2024-06,10465,879.85
2024-06,10466,456.44
2024-06,10467,632.81
2024-06,10468,540.35
2024-06,10469,764.29
2024-06,10470,491.78
2024-06,10471,689.96
2024-06,10472,1016.6
2024-06,10473,893.56
2024-06,10474,460.02
2024-06,10475,1863.56
2024-06,11001,515.47
2024-06,11004,2269.58
2024-06,11005,3284.71
2024-06,11040,1373.15
2024-06,11101,1149.48
2024-06,11102,1135.07
2024-06,11103,2570.53
2024-06,11104,1548.23
2024-06,11105,1718.89
2024-06,11106,1519.47
2024-06,11109,1374.26
2024-06,11201,1222.8
2024-06,11203,915.29
2024-06,11204,865.62
2024-06,11205,785.14
2024-06,11206,1358.55
2024-06,11207,997.73
2024-06,11208,645.86
2024-06,11209,2014.49
2024-06,11210,1176.45
2024-06,11211,1487.57
2024-06,11212,1206.49
2024-06,11213,1174.93
2024-06,11214,977.02
2024-06,11215,1621.25
2024-06,11216,1280.53
2024-06,11217,1452.17
2024-06,11218,971.93
2024-06,11219,980.08
2024-06,11220,1203.42
2024-06,11221,966.5
2024-06,11222,1572.32
2024-06,11223,900.62
2024-06,11224,1589.98
2024-06,11225,1232.46
2024-06,11226,1536.23
2024-06,11228,558.29
2024-06,11229,985.51
2024-06,11230,841.78
2024-06,11231,824.11
2024-06,11232,744.27
2024-06,11233,932.56
2024-06,11234,684.98
2024-06,11235,1326.79
2024-06,11236,940.04
2024-06,11237,1204.35
2024-06,11238,1071.39
2024-06,11239,295.0
2024-06,11241,546.84
2024-06,11242,547.78
2024-06,11249,1453.24
2024-06,11251,1058.98
2024-06,11354,2046.08
2024-06,11355,3482.83
2024-06,11356,698.63
2024-06,11357,695.06
2024-06,11358,1417.13
2024-06,11359,14.06
2024-06,11360,1103.48
2024-06,11361,1336.57
2024-06,11362,1125.29
2024-06,11363,486.84
2024-06,11364,1691.19
2024-06,11365,1230.94
2024-06,11366,390.19
2024-06,11367,1358.69
2024-06,11368,636.48
2024-06,11369,745.14
2024-06,11370,942.86
2024-06,11371,4132.71
2024-06,11372,1521.75
2024-06,11373,1118.81
2024-06,11374,1152.62
2024-06,11375,1591.35
2024-06,11377,818.62
2024-06,11378,479.11
2024-06,11379,635.41
2024-06,11385,985.77
2024-06,11411,739.22
2024-06,11412,666.4
2024-06,11413,585.65
2024-06,11414,1386.6
2024-06,11415,1421.75
2024-06,11416,848.28
2024-06,11417,879.64
2024-06,11418,667.84
2024-06,11419,1072.89
2024-06,11420,732.77
2024-06,11421,518.64
2024-06,11422,1071.46
2024-06,11423,705.4
2024-06,11426,1423.7
2024-06,11427,530.99
2024-06,11428,931.72
2024-06,11429,487.16
2024-06,11430,1765.79
2024-06,11432,897.19
2024-06,11433,517.08
2024-06,11434,904.79
2024-06,11435,842.8
2024-06,11436,703.72
2024-06,11520,734.02
2024-06,1155,783.31
2024-06,11581,779.52
2024-06,11691,894.9
2024-06,11692,690.02
2024-06,11693,812.34
2024-06,11694,756.45
2024-06,11695,8231.19
2024-06,11697,1126.26
2024-06,11714,735.76
2024-06,11743,693.31
2024-06,11791,262.77
2024-06,12345,2740.89
2024-06,14580,729.0
2024-06,18642,47.7
2024-06,33021,734.97
2024-06,33614,731.33
2024-06,48125,762.97
2024-06,55433,727.96
2024-06,89156,23.28
2024-06,92108,733.98
2024-07,0000,1.4
2024-07,00000,45.04
2024-07,00083,1.83
2024-07,07071,12976.83
2024-07,07078,735.43
2024-07,08050,1370.18
2024-07,08527,755.99
2024-07,10000,220.99
2024-07,10001,249.83
2024-07,10002,188.82
2024-07,10003,326.0
2024-07,10004,55.27
2024-07,10005,97.31
2024-07,10006,70.94
2024-07,10007,103.16
2024-07,10009,267.57
2024-07,10010,246.62
2024-07,10011,244.6
2024-07,10012,212.0
2024-07,10013,156.19
2024-07,10014,222.93
2024-07,10016,260.84
2024-07,10017,347.33
2024-07,10018,280.18
2024-07,10019,234.56
2024-07,10020,759.24
2024-07,10021,561.2
2024-07,10022,347.89
2024-07,10023,264.63
2024-07,10024,278.33
2024-07,10025,224.94
2024-07,10026,189.07
2024-07,10027,214.22
2024-07,10028,272.05
2024-07,10029,180.79
2024-07,10030,235.44
2024-07,10031,160.75
2024-07,10032,206.59
2024-07,10033,205.4
2024-07,10034,141.08
2024-07,10035,278.45
2024-07,10036,212.41
2024-07,10037,369.02
2024-07,10038,152.05
2024-07,10039,282.88
2024-07,10040,174.77
2024-07,10044,73.92
2024-07,10045,764.13
2024-07,10048,63.1
2024-07,10055,149.2
2024-07,10065,467.84
2024-07,10069,105.14
2024-07,10075,354.72
2024-07,10080,1.4
2024-07,10103,868.64
2024-07,10105,219.75
2024-07,10106,92.48
2024-07,10107,20.02
2024-07,10110,1.56
2024-07,10111,564.3
2024-07,10112,345.82
2024-07,10115,0.68
2024-07,10118,0.52
2024-07,10119,555.2
2024-07,10120,0.74
2024-07,10121,398.58
2024-07,10123,327.15
2024-07,10128,445.21
2024-07,10151,0.87
2024-07,10152,1.29
2024-07,10153,2.32
2024-07,10154,11.01
2024-07,10158,0.25
2024-07,10162,79.5
2024-07,10165,0.55
2024-07,10166,8.11
2024-07,10167,8.96
2024-07,10168,162.95
2024-07,10169,24.09
2024-07,10170,0.39
2024-07,10172,1.28
2024-07,10173,132.62
2024-07,10174,0.11
2024-07,10175,604.85
2024-07,10176,0.68
2024-07,10178,0.98
2024-07,10179,17.67
2024-07,10271,824.79
2024-07,10278,7.58
2024-07,10279,0.67
2024-07,10280,65.88
2024-07,10281,4.76
2024-07,10282,84.0
2024-07,10301,178.92
2024-07,10302,170.05
2024-07,10303,137.11
2024-07,10304,154.17
2024-07,10305,163.45
2024-07,10306,132.52
2024-07,10307,91.95
2024-07,10308,151.18
2024-07,10309,75.08
2024-07,10310,144.96
2024-07,10312,236.39
2024-07,10314,191.94
2024-07,10451,218.34
2024-07,10452,152.75
2024-07,10453,206.82
2024-07,10454,282.02
2024-07,10455,312.72
2024-07,10456,189.66
2024-07,10457,215.54
2024-07,10458,180.01
2024-07,10459,356.42
2024-07,10460,218.87
2024-07,10461,139.06
2024-07,10462,191.81
2024-07,10463,131.04
2024-07,10464,140.01
2024-07,10465,113.62
2024-07,10466,87.49
2024-07,10467,166.99
2024-07,10468,137.49
2024-07,10469,142.61
2024-07,10470,200.98
2024-07,10471,143.54
2024-07,10472,191.09
2024-07,10473,200.28
2024-07,10474,374.06
2024-07,10475,153.34
2024-07,10550,774.56
2024-07,10577,21.78
2024-07,10956,10.39
2024-07,11001,686.65
2024-07,11004,696.3
2024-07,11005,2330.58
2024-07,11040,522.08
2024-07,11101,211.4
2024-07,11102,462.38
2024-07,11103,231.75
2024-07,11104,231.44
2024-07,11105,345.12
2024-07,11106,570.47
2024-07,11109,71.36
2024-07,11201,239.98
2024-07,11203,256.17
2024-07,11204,293.68
2024-07,11205,201.25
2024-07,11206,211.34
2024-07,11207,170.58
2024-07,11208,168.65
2024-07,11209,160.6
2024-07,11210,355.06
2024-07,11211,338.77
2024-07,11212,337.12
2024-07,11213,213.42
2024-07,11214,149.6
2024-07,11215,471.3
2024-07,11216,215.01
2024-07,11217,279.37
2024-07,11218,288.71
2024-07,11219,188.95
2024-07,11220,198.63
2024-07,11221,223.75
2024-07,11222,242.63
2024-07,11223,179.55
2024-07,11224,128.54
2024-07,11225,181.7
2024-07,11226,241.97
2024-07,11228,328.82
2024-07,11229,390.77
2024-07,11230,218.13
2024-07,11231,324.8
2024-07,11232,127.48
2024-07,11233,334.61
2024-07,11234,178.39
2024-07,11235,220.75
2024-07,11236,265.77
2024-07,11237,206.32
2024-07,11238,401.14
2024-07,11239,43.39
2024-07,11241,2402.97
2024-07,11242,18.44
2024-07,11249,374.25
2024-07,11251,3.12
2024-07,11354,316.24
2024-07,11355,189.4
2024-07,11356,181.74
2024-07,11357,373.79
2024-07,11358,435.46
2024-07,11359,242.33
2024-07,11360,386.8
2024-07,11361,558.35
2024-07,11362,933.29
2024-07,11363,438.28
2024-07,11364,753.02
2024-07,11365,488.19
2024-07,11366,148.3
2024-07,11367,364.52
2024-07,11368,147.91
2024-07,11369,271.59
2024-07,11370,420.07
2024-07,11371,0.17
2024-07,11372,177.95
2024-07,11373,297.96
2024-07,11374,251.31
2024-07,11375,301.29
2024-07,11377,233.08
2024-07,11378,145.61
2024-07,11379,349.18
2024-07,11385,253.08
2024-07,11411,712.16
2024-07,11412,364.73
2024-07,11413,611.84
2024-07,11414,283.16
2024-07,11415,473.39
2024-07,11416,428.3
2024-07,11417,155.9
2024-07,11418,317.11
2024-07,11419,317.0
2024-07,11420,271.33
2024-07,11421,152.93
2024-07,11422,428.75
2024-07,11423,279.73
2024-07,11426,378.61
2024-07,11427,451.31
2024-07,11428,289.2
2024-07,11429,366.08
2024-07,11430,1238.37
2024-07,11432,127.32
2024-07,11433,284.7
2024-07,11434,254.14
2024-07,11435,208.55
2024-07,11436,191.06
2024-07,11691,424.44
2024-07,11692,323.63
2024-07,11693,303.87
2024-07,11694,624.77
2024-07,11695,118.83
2024-07,11697,307.2
2024-07,11747,6351.0
2024-07,11780,734.63
2024-07,11791,737.25
2024-07,17110,739.6
2024-07,19428,1656.38
2024-07,3361,1407.81
2024-07,33614,732.75
2024-07,37068,1634.78
2024-07,40202,760.89
2024-07,77491,91.37
2024-07,84043,24.69
2024-07,84058,736.31
2024-07,84117,777.83
2024-08,07660,59.8
2024-08,10000,610.55
2024-08,10001,361.45
2024-08,10002,224.72
2024-08,10003,300.38
2024-08,10004,65.1
2024-08,10005,104.39
2024-08,10006,53.31
2024-08,10007,76.09
2024-08,10009,254.25
2024-08,10010,313.3
2024-08,10011,267.93
2024-08,10012,246.87
2024-08,10013,169.8
2024-08,10014,247.07
2024-08,10016,366.99
2024-08,10017,260.1
2024-08,10018,291.03
2024-08,10019,304.49
2024-08,10020,1137.86
2024-08,10021,346.85
2024-08,10022,367.37
2024-08,10023,554.62
2024-08,10024,241.14
2024-08,10025,240.93
2024-08,10026,232.8
2024-08,10027,262.91
2024-08,10028,271.07
2024-08,10029,166.7
2024-08,10030,183.14
2024-08,10031,176.24
2024-08,10032,179.2
2024-08,10033,158.92
2024-08,10034,122.71
2024-08,10035,205.47
2024-08,10036,258.88
2024-08,10037,239.02
2024-08,10038,192.91
2024-08,10039,199.42
2024-08,10040,136.84
2024-08,10041,541.72
2024-08,10044,426.26
2024-08,10045,182.97
2024-08,10065,366.43
2024-08,10069,182.31
2024-08,10075,385.88
2024-08,10080,1.28
2024-08,10103,25.62
2024-08,10105,66.05
2024-08,10106,2486.37
2024-08,10107,2.9
2024-08,10110,1.44
2024-08,10111,3030.92
2024-08,10112,505.59
2024-08,10115,25.28
2024-08,10118,56.9
2024-08,10119,1757.63
2024-08,10120,122.35
2024-08,10121,1175.39
2024-08,10123,1.58
2024-08,10128,270.6
2024-08,10151,1.81
2024-08,10152,22.04
2024-08,10153,1.34
2024-08,10154,4.47
2024-08,10158,0.27
2024-08,10162,0.0
2024-08,10165,7.38
2024-08,10167,8.6
2024-08,10168,3.85
2024-08,10169,83.3
2024-08,10170,2.01
2024-08,10171,1.19
2024-08,10172,3.86
2024-08,10173,63.37
2024-08,10174,20.47
2024-08,10176,4.31
2024-08,10178,3.12
2024-08,10271,0.93
2024-08,10278,18.88
2024-08,10279,72.4
2024-08,10280,144.97
2024-08,10281,35.34
2024-08,10282,167.13
2024-08,10301,173.57
2024-08,10302,216.38
2024-08,10303,174.18
2024-08,10304,171.76
2024-08,10305,144.78
2024-08,10306,232.31
2024-08,10307,171.7
2024-08,10308,220.53
2024-08,10309,179.98
2024-08,10310,254.55
2024-08,10312,245.54
2024-08,10314,230.38
2024-08,10451,496.42
2024-08,10452,338.25
2024-08,10453,245.32
2024-08,10454,387.8
2024-08,10455,338.57
2024-08,10456,362.35
2024-08,10457,247.46
2024-08,10458,248.43
2024-08,10459,425.95
2024-08,10460,294.66
2024-08,10461,128.57
2024-08,10462,192.74
2024-08,10463,153.0
2024-08,10464,122.18
2024-08,10465,196.58
2024-08,10466,143.13
2024-08,10467,202.68
2024-08,10468,194.69
2024-08,10469,207.68
2024-08,10470,150.64
2024-08,10471,169.43
2024-08,10472,214.4
2024-08,10473,161.13
2024-08,10474,422.27
2024-08,10475,129.72
2024-08,11001,404.99
2024-08,11004,380.5
2024-08,11005,371.12
2024-08,11010,786.17
2024-08,11021,72.09
2024-08,11040,37.99
2024-08,11101,346.2
2024-08,11102,435.25
2024-08,11103,338.78
2024-08,11104,247.42
2024-08,11105,547.69
2024-08,11106,419.26
2024-08,11109,17.27
2024-08,11201,250.56
2024-08,11203,236.81
2024-08,11204,210.22
2024-08,11205,291.71
2024-08,11206,399.04
2024-08,11207,341.48
2024-08,11208,261.51
2024-08,11209,226.92
2024-08,11210,380.99
2024-08,11211,372.7
2024-08,11212,345.44
2024-08,11213,405.83
2024-08,11214,240.2
2024-08,11215,299.04
2024-08,11216,444.68
2024-08,11217,301.82
2024-08,11218,266.53
2024-08,11219,245.11
2024-08,11220,154.31
2024-08,11221,541.57
2024-08,11222,246.11
2024-08,11223,212.47
2024-08,11224,141.36
2024-08,11225,310.41
2024-08,11226,221.18
2024-08,11228,169.16
2024-08,11229,254.37
2024-08,11230,300.11
2024-08,11231,270.26
2024-08,11232,113.86
2024-08,11233,401.1
2024-08,11234,191.42
2024-08,11235,203.06
2024-08,11236,342.07
2024-08,11237,529.2
2024-08,11238,389.01
2024-08,11239,43.82
2024-08,11241,883.89
2024-08,11242,1849.25
2024-08,11249,233.23
2024-08,11354,578.81
2024-08,11355,906.41
2024-08,11356,808.92
2024-08,11357,951.97
2024-08,11358,648.37
2024-08,11359,130.25
2024-08,11360,464.96
2024-08,11361,336.08
2024-08,11362,727.22
2024-08,11363,442.58
2024-08,11364,400.72
2024-08,11365,382.62
2024-08,11366,143.75
2024-08,11367,541.51
2024-08,11368,258.9
2024-08,11369,545.51
2024-08,11370,421.1
2024-08,11371,1105.75
2024-08,11372,315.18
2024-08,11373,356.04
2024-08,11374,303.97
2024-08,11375,424.55
2024-08,11377,369.61
2024-08,11378,324.28
2024-08,11379,549.0
2024-08,11385,427.72
2024-08,11411,183.33
2024-08,11412,707.15
2024-08,11413,337.23
2024-08,11414,599.63
2024-08,11415,453.5
2024-08,11416,543.79
2024-08,11417,251.66
2024-08,11418,477.71
2024-08,11419,439.41
2024-08,11420,206.78
2024-08,11421,252.45
2024-08,11422,544.2
2024-08,11423,1030.54
2024-08,11426,1182.32
2024-08,11427,732.31
2024-08,11428,817.38
2024-08,11429,590.17
2024-08,11430,1472.76
2024-08,11432,244.5
2024-08,11433,566.23
2024-08,11434,340.99
2024-08,11435,429.48
2024-08,11436,464.75
2024-08,11561,50.11
2024-08,11691,183.97
2024-08,11692,219.06
2024-08,11693,167.69
2024-08,11694,419.72
2024-08,11697,763.09
2024-08,11747,789.6
2024-08,11749,38.99
2024-08,11767,786.57
2024-08,19013,735.61
2024-08,19034,733.43
2024-08,19082,19.04
2024-08,35244,726.17
2024-08,38153,784.86
2024-08,55439,828.41
2024-08,63045,1623.2
2024-08,84117,781.43
